cluster_id,rep_x,rep_y,num_observations,z_levels,diameter_min,diameter_max,diameter_mean,diameter_std,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
799,365.25,129.31250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",18.22,21.45,19.340625,1.0088698426333302,18.63,18.63,18.63,18.63,18.63,18.41,18.41,18.22,18.63,19.65,19.98,19.98,19.93,20.52,21.12,21.45
814,280.0,370.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",18.96,21.45,19.89375,0.9153064718988929,19.65,19.26,18.96,19.21,19.01,19.26,18.96,19.26,19.26,19.55,19.98,20.91,21.08,21.45,21.05,21.45
695,296.0,55.0,5,"z_0,z_1,z_2,z_3,z_4",20.65,21.45,20.97,0.39191835884530885,21.45,20.65,20.65,21.45,20.65,,,,,,,,,,,
938,274.0,376.6666666666667,3,"z_12,z_13,z_14",19.65,21.45,20.3,0.8154753215150045,,,,,,,,,,,,,19.65,19.8,21.45,
777,404.87499999999994,189.25000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",18.28,21.28,19.646250000000002,0.9944211570054206,19.76,19.76,18.63,18.63,18.63,18.28,18.28,19.26,19.26,19.26,20.25,20.25,20.65,21.08,21.08,21.28
918,109.2727272727273,477.45454545454544,11,"z_3,z_5,z_6,z_7,z_9,z_10,z_11,z_12,z_13,z_14,z_15",17.31,21.25,19.286363636363635,1.3720208898971074,,,,17.31,,17.31,17.8,17.96,,19.26,20.1,20.1,20.65,19.89,20.52,21.25
572,149.0,169.18750000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",17.07,21.12,18.765625,1.4237844321999733,18.69,18.06,17.8,17.71,17.28,17.07,17.07,17.07,18.35,18.78,18.89,20.62,20.62,20.52,20.6,21.12
523,335.0,357.25,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.8,21.08,18.572499999999998,1.6039229252055724,18.22,17.15,16.8,17.07,17.07,17.15,17.15,17.31,17.31,19.26,19.4,19.65,20.84,20.84,21.08,20.86
691,74.07142857142857,155.57142857142856,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_8,z_9,z_10,z_11,z_12,z_13,z_15",16.8,21.07,18.986428571428572,1.4506974044175005,18.78,18.35,18.35,17.92,17.15,17.81,16.8,,18.28,18.63,19.55,21.04,21.07,21.04,,21.04
632,443.0,368.0,2,"z_0,z_1",20.62,21.04,20.83,0.20999999999999908,20.62,21.04,,,,,,,,,,,,,,
522,375.375,471.375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.34,20.83,17.825,1.3664141026789793,17.15,17.31,17.15,16.63,16.5,16.36,16.36,16.34,17.68,17.68,18.17,18.63,18.63,19.89,19.89,20.83
650,59.0,34.0,6,"z_0,z_1,z_2,z_3,z_4,z_5",18.75,20.83,19.46,0.7829431652425348,18.75,18.75,18.75,19.84,19.84,20.83,,,,,,,,,,
554,237.0,91.3125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",17.8,20.65,18.432499999999997,0.9706924075112565,19.89,19.89,20.65,19.89,18.05,18.05,18.05,18.05,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
680,111.0,272.5625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",17.15,20.64,18.965000000000003,1.4843517103436104,17.92,18.78,17.92,17.15,17.15,17.15,17.15,17.15,19.85,20.25,20.25,20.52,20.64,20.52,20.52,20.52
867,146.67999999999998,298.71999999999997,25,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",9.32,20.6,14.973199999999999,4.6484730568219925,18.89,18.81,18.81,18.02,15.985,14.805,15.315,15.195,14.485,14.485,14.96,9.32,9.32,9.32,15.345,15.345
656,251.1333333333333,22.466666666666665,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",18.63,20.52,19.51266666666667,0.5460459891091793,20.52,20.52,19.93,19.93,19.65,19.65,19.71,18.63,19.47,18.63,19.21,19.21,19.21,19.21,19.21,
685,306.0,67.69999999999999,10,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_12,z_13,z_14",10.02,20.52,12.726,3.0934744220697863,14.73,13.6,13.34,13.34,20.52,11.22,10.45,,,,,,10.02,10.02,10.02,
623,427.0,364.0,2,"z_0,z_1",19.65,20.52,20.085,0.4350000000000005,19.65,20.52,,,,,,,,,,,,,,
571,489.875,186.25000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.77,20.43,17.596875000000004,1.2405277039933456,17.86,18.1,17.68,17.41,17.13,15.77,15.77,16.36,16.36,16.36,17.92,17.92,18.85,18.85,18.78,20.43
570,116.0,362.37500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.47,20.19,17.92375,1.2303448449520158,17.31,17.8,17.53,16.8,16.8,16.8,16.47,16.47,17.29,17.71,18.27,18.63,18.63,20.19,20.04,20.04
631,399.0,410.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.87,20.14,17.300625,1.456075499201536,16.83,16.83,16.97,15.87,15.87,15.87,15.87,15.87,15.87,16.97,18.15,18.35,18.48,18.89,19.98,20.14
728,114.37500000000001,78.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.8,19.98,18.3275,1.1104925708891524,18.1,18.02,18.02,17.28,17.31,16.8,17.24,17.26,17.53,17.8,18.64,19.65,19.65,19.98,19.98,19.98
524,472.0,449.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.8,19.91,17.844375,1.0589202563814712,16.8,16.8,17.15,16.8,16.8,17.0,17.07,17.07,17.71,17.92,17.92,18.78,19.26,19.26,19.26,19.91
668,139.0,100.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.8,19.91,18.266250000000003,1.1298886836764057,18.19,17.94,16.8,16.8,17.07,16.8,17.71,17.71,18.02,18.35,17.92,19.76,19.76,19.76,19.76,19.91
794,347.43750000000006,14.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.8,19.91,18.235,1.0815902643792612,18.28,17.8,17.92,17.15,16.8,16.8,16.8,17.31,18.15,18.27,18.63,18.63,19.71,19.71,19.89,19.91
675,166.0,20.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.14,19.9,16.999375,1.4209216584227997,18.48,16.87,16.75,15.56,15.38,15.23,15.23,15.14,15.84,17.31,17.96,18.15,17.92,18.35,17.92,19.9
878,398.0,115.4,5,"z_1,z_2,z_3,z_4,z_5",18.63,19.89,19.594,0.48305693246241693,,19.83,19.79,19.83,19.89,18.63,,,,,,,,,,
658,112.0,209.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.87,19.83,17.651874999999997,1.1824985134768669,18.05,17.81,17.31,17.07,15.87,16.59,16.59,16.59,16.59,16.8,17.07,18.63,19.21,19.21,19.21,19.83
849,31.0,336.5,2,"z_0,z_1",19.33,19.79,19.56,0.23000000000000043,19.79,19.33,,,,,,,,,,,,,,
734,33.0,301.12500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.87,19.76,17.823125,1.1746899524448997,16.8,16.8,16.8,15.87,15.87,17.31,17.31,17.71,18.02,18.28,19.36,19.39,18.63,19.76,18.63,18.63
811,156.0,485.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.87,19.76,17.523125,1.3786348263318322,16.36,16.3,16.47,16.47,16.75,16.75,15.87,16.87,16.87,16.87,17.31,18.87,19.33,19.76,19.76,19.76
850,136.0,451.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.38,19.76,17.00125,1.5555862038151405,16.8,16.59,16.59,15.39,15.39,15.38,15.57,15.57,15.87,15.87,17.31,18.48,18.87,19.29,19.29,19.76
633,332.0,462.0,5,"z_0,z_1,z_2,z_10,z_11",15.87,19.76,18.086000000000002,1.290714530792925,18.81,18.19,19.76,,,,,,,,17.8,15.87,,,,
622,248.0,336.0,1,z_0,19.76,19.76,19.76,0.0,19.76,,,,,,,,,,,,,,,
641,291.0,5.0,8,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7",18.78,19.67,19.3475,0.3865472157447255,19.65,19.65,19.65,18.78,19.59,19.01,19.67,18.78,,,,,,,,
565,225.4375,227.31250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.87,19.65,18.115,1.1438258171592384,15.87,15.87,17.94,18.02,19.21,18.02,16.8,17.71,18.17,18.22,17.8,19.65,19.65,19.65,18.63,18.63
662,49.0,154.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.8,19.65,17.879375,1.1715559565701494,17.92,16.87,16.87,16.87,16.87,16.87,16.87,16.8,17.16,17.24,18.1,19.21,19.65,19.65,19.47,19.65
846,120.0,389.62499999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.59,19.65,17.505625000000002,0.9100272574901258,17.71,17.07,17.0,16.97,16.8,16.59,16.8,16.8,16.8,17.24,17.24,17.31,18.15,18.75,19.21,19.65
666,212.0,81.18749999999999,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.36,19.4,18.1175,0.9204516554387848,18.75,18.22,18.64,17.97,17.95,17.92,16.36,16.87,16.8,17.15,17.92,18.35,18.78,19.4,19.4,19.4
973,97.0,271.0,1,z_6,19.33,19.33,19.33,0.0,,,,,,,19.33,,,,,,,,,
560,379.0,267.87499999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.5,19.21,17.3575,0.8399962797536668,17.15,17.15,17.15,16.8,16.59,16.59,16.59,16.5,16.6,16.8,17.28,18.02,18.28,18.28,18.73,19.21
863,59.125,431.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.34,19.21,17.329375,1.012407210254352,17.15,17.92,16.6,16.6,16.6,16.34,16.34,16.34,16.36,16.63,17.26,17.86,18.04,19.21,18.81,19.21
892,405.55555555555554,470.0,9,"z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.3,19.21,17.702222222222222,1.0582981913092337,,,,,,,,16.3,16.34,16.63,17.56,18.22,18.22,19.21,19.21,17.63
677,47.85714285714286,176.0,7,"z_0,z_1,z_2,z_3,z_4,z_5,z_6",16.8,19.21,18.02142857142857,0.9207672045082619,19.21,18.87,18.87,16.8,17.8,17.8,16.8,,,,,,,,,
868,164.0,367.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.87,18.89,17.668750000000003,0.8619953233631843,16.8,16.59,16.59,15.87,16.59,17.92,17.92,17.92,17.92,17.92,17.92,18.5,18.35,18.89,18.5,18.5
594,358.0,502.0,2,"z_0,z_1",18.63,18.89,18.759999999999998,0.13000000000000078,18.89,18.63,,,,,,,,,,,,,,
610,439.0,459.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.3,18.78,17.3675,0.9427320669203952,17.31,17.19,16.36,16.34,16.3,16.3,16.47,16.83,16.87,17.31,17.31,18.32,18.78,18.78,18.78,18.63
730,199.0,129.50000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.34,18.78,17.3875,0.8935498027530422,18.78,18.35,17.98,16.59,16.55,16.5,16.34,16.36,16.36,16.5,17.0,17.92,18.02,18.27,18.41,18.27
518,388.0,389.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.53,18.63,16.988125,0.8575926972491079,16.83,16.87,16.87,16.59,15.87,16.5,16.5,15.87,15.53,16.97,17.07,17.71,17.71,18.27,18.02,18.63
733,265.0,121.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.87,18.63,17.5125,0.5776947723495518,17.31,17.15,17.15,17.15,17.07,17.15,17.15,17.15,16.87,17.15,17.15,18.15,18.41,18.63,18.28,18.28
860,217.43749999999997,399.6875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.37,18.63,15.719375,1.3721491753359036,15.02,15.02,14.37,14.37,14.37,15.02,15.02,15.02,15.02,15.02,15.02,16.68,17.41,17.47,18.05,18.63
780,472.46153846153845,75.15384615384616,13,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_10,z_11,z_12,z_13,z_14,z_15",14.21,18.63,16.722307692307695,1.166883778051306,18.63,17.21,17.8,17.21,16.3,17.21,17.31,,,,14.21,15.02,15.38,16.55,17.28,17.28
842,308.0833333333333,352.41666666666663,12,"z_0,z_1,z_2,z_3,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.57,18.63,17.3375,1.1959454070594804,15.87,15.87,15.57,15.57,,,,,17.68,17.68,17.68,18.02,18.63,18.63,18.22,18.63
910,501.0,189.0,10,"z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",16.34,18.63,17.625999999999998,0.9744146961124914,,,,,,,16.34,16.34,16.34,17.0,17.86,17.86,18.63,18.63,18.63,18.63
533,492.0,47.0,3,"z_0,z_1,z_2",17.8,18.63,18.353333333333335,0.39126575225655547,17.8,18.63,18.63,,,,,,,,,,,,,
793,316.0,467.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.32,18.27,16.415,0.8773326051162122,16.8,16.56,16.3,16.59,15.32,15.57,15.38,15.38,15.57,15.87,15.87,17.15,17.15,17.15,17.71,18.27
657,124.0,207.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.37,18.1,16.179375,1.1783912166063533,15.87,15.87,15.87,16.8,16.34,14.37,14.37,15.02,15.02,15.02,16.5,16.8,17.26,17.56,18.1,18.1
600,156.0,86.0,4,"z_0,z_1,z_2,z_3",16.97,17.96,17.47,0.38749193539995225,17.96,17.71,17.24,16.97,,,,,,,,,,,,
792,376.0625,55.43749999999999,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.39,17.92,14.2775,1.3755703362605638,15.57,15.02,14.27,14.37,13.6,12.39,13.34,13.75,12.77,12.59,12.77,15.02,15.02,15.02,15.02,17.92
852,274.0,385.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.73,17.92,15.656875,1.0707399237793462,15.87,15.57,14.73,14.73,14.73,14.73,14.73,14.73,14.73,15.32,15.32,16.36,16.36,16.97,17.71,17.92
841,47.0,393.2,5,"z_0,z_1,z_2,z_3,z_4",15.56,17.92,16.418,0.8714447773668744,17.92,15.87,16.87,15.87,15.56,,,,,,,,,,,
637,442.0,385.6666666666667,3,"z_0,z_1,z_2",17.87,17.87,17.87,0.0,17.87,17.87,17.87,,,,,,,,,,,,,
648,127.0,121.0,2,"z_0,z_1",17.8,17.86,17.83,0.02999999999999936,17.86,17.8,,,,,,,,,,,,,,
562,474.0,22.0,1,z_0,17.83,17.83,17.83,0.0,17.83,,,,,,,,,,,,,,,
608,475.375,322.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.27,17.68,15.504999999999999,0.8735201772140126,16.59,15.57,14.78,14.78,14.78,14.78,14.27,14.78,15.02,15.02,15.77,15.77,16.36,16.36,15.77,17.68
690,87.0,185.14285714285714,7,"z_0,z_1,z_2,z_3,z_4,z_5,z_6",11.88,17.68,14.085714285714287,1.8743064023248488,17.68,15.38,14.73,13.42,13.36,12.15,11.88,,,,,,,,,
795,461.87499999999994,131.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.37,17.31,16.014375,0.881390724579627,16.47,16.23,15.99,15.99,14.79,14.79,14.37,15.17,15.38,15.57,16.59,17.0,17.0,16.83,16.75,17.31
821,173.0,427.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.56,17.31,16.375625,0.6269067788555166,15.87,15.87,15.87,15.87,15.87,15.56,15.87,16.3,15.87,16.36,16.47,17.15,17.15,17.31,17.31,17.31
859,46.0625,416.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.77,17.31,16.311875,0.3149249662618063,17.31,16.36,16.47,16.47,16.13,16.34,16.36,16.3,16.23,15.99,16.3,16.13,16.13,16.23,16.47,15.77
585,44.0,182.0,1,z_0,17.31,17.31,17.31,0.0,17.31,,,,,,,,,,,,,,,
654,311.0,259.74999999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.17,17.28,16.104375,0.7238090973281562,15.87,15.57,15.87,15.38,15.49,15.21,15.49,15.17,15.56,16.3,16.8,16.8,16.8,16.8,17.28,17.28
943,318.0,203.0,3,"z_13,z_14,z_15",16.8,17.28,16.96,0.22627416997969543,,,,,,,,,,,,,,16.8,16.8,17.28
866,210.56250000000003,432.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.37,17.21,15.588125,0.9440552072707405,16.34,16.34,15.02,16.28,15.02,15.02,14.37,14.37,14.37,14.37,15.02,16.34,16.34,16.5,17.21,16.5
663,292.0,113.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.6,17.19,15.2475,0.9461732135291084,15.57,15.29,14.73,14.73,14.73,14.73,13.6,14.73,13.99,14.73,15.02,15.57,16.36,16.36,16.63,17.19
778,499.0,205.0,12,"z_0,z_1,z_2,z_3,z_4,z_5,z_7,z_8,z_9,z_10,z_11,z_12",14.06,17.15,15.595833333333333,1.0222643031797376,16.03,16.03,16.03,15.84,15.84,14.06,,14.21,14.21,14.73,15.87,17.15,17.15,,,
829,227.06250000000003,246.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.06,17.07,15.8475,0.8983283085821131,16.59,15.87,15.87,15.57,15.87,15.17,15.17,14.27,14.06,15.39,15.39,16.8,16.87,16.8,17.07,16.8
598,487.1538461538462,437.0,13,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12",13.98,17.01,14.974615384615387,1.0151742206266134,15.02,15.21,15.27,14.06,14.02,13.99,13.98,13.99,14.02,15.87,15.87,16.36,17.01,,,
606,324.0,488.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.21,17.0,15.590625,0.9596253744951726,16.34,16.34,14.27,14.27,14.21,15.18,14.21,15.18,15.21,15.53,16.23,15.87,16.87,17.0,15.87,16.87
813,261.0,496.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.37,17.0,15.896875000000001,0.772283292823948,16.36,15.87,15.87,15.49,15.17,15.17,14.88,14.37,15.49,15.49,16.36,16.36,17.0,17.0,17.0,16.47
809,133.0,366.0625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.73,16.97,15.4675,0.6120304322499002,16.34,15.02,15.02,15.02,15.09,14.78,14.73,14.73,15.32,15.49,15.87,15.87,15.87,16.97,15.87,15.49
857,247.0,237.125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.42,16.87,15.388750000000002,1.0712952149151047,16.6,16.03,16.03,15.39,15.32,15.39,13.42,13.42,13.6,14.73,15.32,15.56,15.87,15.87,16.87,16.8
865,91.0,429.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.42,16.87,14.626875,1.1771667190228408,15.38,15.32,13.99,13.68,13.42,13.42,13.42,13.42,13.42,13.48,14.73,15.87,15.87,15.87,15.87,16.87
597,75.0,406.0,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",15.56,16.87,16.290714285714284,0.5253497377355164,15.87,15.57,15.87,15.87,16.87,16.47,,,16.36,15.56,15.56,16.8,16.87,16.8,16.8,16.8
596,244.0,117.0,4,"z_0,z_1,z_2,z_3",16.36,16.87,16.7325,0.21568205766822646,16.87,16.87,16.83,16.36,,,,,,,,,,,,
515,492.0,323.06250000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.58,16.8,15.46375,0.7044046688516482,15.38,15.38,15.17,14.88,14.58,14.78,14.73,14.73,14.78,15.38,15.57,16.3,16.34,16.34,16.28,16.8
568,106.0,168.25000000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.96,16.8,15.043125,0.9218983047901761,15.87,15.49,15.02,14.37,15.02,14.37,13.96,14.02,14.17,14.02,14.21,15.21,15.49,15.87,16.8,16.8
614,289.0625,396.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.27,16.8,15.272499999999999,0.9069695419362223,15.39,15.36,15.32,14.37,14.37,14.37,14.27,14.27,14.27,14.78,15.21,16.28,16.34,16.8,16.36,16.6
634,484.24999999999994,473.4375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.41,16.8,13.656875,1.193229434926494,15.32,13.98,13.98,12.92,12.92,12.41,12.59,12.41,12.59,12.88,13.18,13.18,14.27,14.06,15.02,16.8
767,245.74999999999997,375.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.6,16.8,14.53625,1.0141860960888787,16.8,14.37,14.37,13.98,13.6,13.6,13.6,13.6,13.6,13.6,13.98,14.79,15.39,15.87,15.56,15.87
584,410.0,403.8666666666666,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",13.51,16.8,14.841333333333333,1.0615954450207896,15.02,15.02,14.27,14.27,14.27,13.68,13.51,13.98,13.98,13.99,14.91,15.93,16.36,16.63,16.8,
603,467.07142857142856,460.0,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13",14.21,16.8,15.209285714285716,0.8857479832299467,16.8,15.87,15.87,14.21,14.21,14.21,14.21,14.21,14.78,15.02,15.36,16.23,15.72,16.23,,
883,307.75,217.24999999999997,12,"z_1,z_2,z_3,z_4,z_5,z_6,z_10,z_11,z_12,z_13,z_14,z_15",13.18,16.8,14.618333333333332,1.091534343125411,,13.18,13.18,13.18,13.98,13.98,15.02,,,,16.8,15.17,15.87,15.02,15.02,15.02
636,497.375,37.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",11.53,16.63,13.555625,1.5627618530585519,15.02,13.42,13.42,12.15,12.15,11.53,12.15,12.15,12.15,12.71,13.02,14.37,14.37,15.18,16.63,16.47
861,133.125,481.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.51,16.63,15.079375,1.0769196160229417,15.87,15.23,15.23,15.23,13.98,14.78,13.51,13.51,13.51,13.99,15.14,15.38,16.34,16.34,16.6,16.63
645,148.0,119.5,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.44,16.6,14.794374999999999,1.5180249040694294,16.36,15.49,15.49,14.88,13.75,12.71,12.44,12.59,12.77,13.48,15.23,16.34,16.6,16.36,16.23,15.99
665,241.15384615384616,5.0,13,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12",14.27,16.6,15.266153846153848,0.7493436970652129,15.87,15.87,15.49,15.38,14.78,15.02,14.27,14.27,14.37,15.02,15.02,16.6,16.5,,,
812,305.0,409.87499999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.98,16.5,14.8925,0.8505549658899181,15.77,15.02,15.02,15.02,14.37,14.37,14.17,13.98,13.98,13.98,14.17,14.37,15.02,16.27,16.5,16.27
646,226.0,78.875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.15,16.36,14.220624999999998,1.5818678387826837,15.87,15.87,15.49,12.15,12.15,12.15,12.15,13.98,12.15,13.34,14.17,15.17,16.36,15.49,15.17,15.87
