cluster_id,rep_x,rep_y,num_observations,z_levels,diameter_min,diameter_max,diameter_mean,diameter_std,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
613,494.0,462.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.6,16.34,14.802499999999998,1.0285153134494402,15.38,15.18,14.73,13.68,13.6,13.6,13.6,13.6,13.99,14.21,15.02,15.57,16.28,15.72,16.34,16.34
797,336.5625,315.12500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",10.83,16.34,12.39625,1.445859930110797,16.34,15.02,13.6,12.92,12.92,12.15,12.15,11.65,11.65,11.65,11.22,10.83,11.22,11.22,11.65,12.15
589,198.5625,332.31249999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_10,z_11,z_12,z_13,z_14,z_15",9.32,16.3,12.176875,1.979070863909375,16.3,14.5,14.73,14.21,12.15,12.15,11.22,10.42,10.42,,9.32,10.45,10.8,11.22,11.22,11.22
624,280.5625,394.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.18,16.3,14.394375,1.0126325144765005,15.87,14.17,13.98,13.98,13.75,13.18,13.18,13.18,13.75,13.75,13.98,15.02,15.02,15.02,16.18,16.3
741,135.125,291.8125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.59,16.3,14.049375000000001,0.9962521565221328,16.3,15.21,14.27,14.06,13.36,13.18,12.92,13.18,12.59,13.18,13.18,14.27,14.78,15.02,15.02,14.27
576,53.0,426.0,5,"z_0,z_1,z_2,z_3,z_4",14.58,16.3,15.364,0.5640070921539908,16.3,15.56,15.21,15.17,14.58,,,,,,,,,,,
660,283.0,44.0,5,"z_0,z_1,z_2,z_3,z_4",15.02,16.29,15.273999999999997,0.5079999999999999,16.29,15.02,15.02,15.02,15.02,,,,,,,,,,,
659,5.0,133.93749999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",10.74,16.28,12.811875,1.4064059635734627,16.28,13.98,13.51,12.15,12.15,12.15,11.88,10.74,12.15,10.83,11.22,12.67,13.34,13.98,13.98,13.98
853,441.0,110.18749999999999,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.79,16.27,15.0825,0.7409495596867577,16.27,15.49,14.37,14.37,14.37,14.37,13.79,14.21,14.73,15.02,15.47,15.72,15.53,15.87,15.87,15.87
864,8.75,336.25,12,"z_0,z_1,z_2,z_3,z_4,z_9,z_10,z_11,z_12,z_13,z_14,z_15",14.37,16.27,15.2825,0.5264365267215665,15.02,15.02,15.02,15.02,14.37,,,,,15.02,15.02,15.02,16.27,15.87,15.87,15.87
686,287.0,265.0,2,"z_0,z_1",15.38,16.27,15.825,0.4449999999999994,16.27,15.38,,,,,,,,,,,,,,
678,166.25000000000003,198.06250000000003,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",8.84,16.03,11.069375,1.8022606247085908,16.03,13.34,13.36,11.22,10.42,9.6,8.84,8.84,9.32,10.42,10.42,10.42,11.22,11.22,11.22,11.22
587,452.25,15.0,8,"z_0,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.39,16.03,14.02875,1.221192424436051,16.03,,,,,,,,,14.17,14.17,12.39,12.39,13.18,14.73,15.17
848,87.0,420.6875,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.34,15.99,14.644375,0.8977191149658117,15.56,15.49,14.88,14.73,14.58,13.89,13.34,13.34,13.34,13.34,14.73,14.88,15.21,15.84,15.99,15.17
862,129.0,400.06666666666666,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",11.33,15.99,13.172666666666666,1.3555292529324314,15.99,14.88,14.21,13.36,12.15,12.15,11.88,11.33,11.53,12.15,12.15,13.36,14.21,13.51,14.73,
815,214.4444444444444,363.3333333333334,18,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",6.59,15.87,12.935,2.4908460187030608,15.87,15.39,15.38,13.6,12.15,12.15,13.42,12.15,12.15,13.51,13.51,13.68,10.285,10.43,14.27,14.17
651,111.0,69.18749999999999,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.15,15.87,13.9725,1.2587568271910186,14.88,14.17,13.98,13.48,14.27,13.34,12.15,12.15,12.15,12.15,13.99,14.73,15.29,15.87,15.57,15.39
604,487.92857142857144,278.2142857142857,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13",13.18,15.87,14.490714285714288,0.9383835972086277,15.77,15.02,15.02,14.37,13.18,14.02,13.18,13.18,13.18,15.02,15.02,15.02,15.02,15.87,,
779,448.6428571428571,303.07142857142856,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.15,15.87,13.66357142857143,1.0209911650860026,15.02,14.17,13.79,13.34,12.81,12.81,,,12.15,12.15,13.42,13.48,13.51,13.99,14.78,15.87
791,268.0,157.0,5,"z_0,z_1,z_2,z_3,z_4",12.77,15.87,14.428,1.1455374284587996,15.87,15.29,14.73,13.48,12.77,,,,,,,,,,,
847,180.0,461.0,5,"z_0,z_1,z_2,z_3,z_4",15.17,15.87,15.522,0.3130750708695916,15.87,15.87,15.53,15.17,15.17,,,,,,,,,,,
626,398.0,330.0,1,z_0,15.87,15.87,15.87,0.0,15.87,,,,,,,,,,,,,,,
638,443.0,310.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",13.6,15.84,14.528666666666663,0.7071809449418788,15.47,15.02,14.21,13.98,13.98,13.6,13.98,13.98,13.75,14.17,14.17,15.17,15.84,15.36,15.25,
512,365.0,317.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",11.53,15.77,13.281875,1.12587864993302,14.73,13.51,13.51,12.69,11.65,11.65,11.53,12.52,12.59,13.18,13.18,14.02,14.02,15.77,13.98,13.98
628,395.92307692307696,474.3076923076923,13,"z_0,z_1,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_13,z_14,z_15",11.65,15.72,13.296153846153844,1.0884889912275957,13.18,13.18,,12.71,12.67,12.67,11.65,12.67,12.67,13.18,13.18,,,13.98,15.72,15.39
858,100.0,451.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",10.02,15.57,12.385625000000001,1.5971340298719456,15.57,14.78,14.88,13.79,13.42,12.15,12.15,11.33,10.62,10.62,10.02,11.22,11.44,12.15,12.15,11.88
534,480.14285714285717,271.1428571428571,7,"z_0,z_1,z_2,z_3,z_4,z_5,z_6",13.34,15.56,14.368571428571428,0.7878076010845103,15.56,15.02,14.73,14.73,13.6,13.6,13.34,,,,,,,,,
941,220.0,124.0,1,z_13,15.56,15.56,15.56,0.0,,,,,,,,,,,,,,15.56,,
620,483.75,320.12500000000006,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.92,15.53,14.23625,0.9508080445074073,15.02,15.02,13.18,15.02,13.18,13.18,12.92,12.92,13.18,14.17,14.17,14.73,15.18,15.53,15.02,15.36
573,423.8333333333333,404.0,12,"z_0,z_1,z_2,z_3,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12",13.51,15.53,14.45583333333333,0.6956227226178154,15.14,15.02,14.37,14.37,,13.99,13.51,13.6,13.6,13.98,15.18,15.18,15.53,,,
558,436.0,133.0,1,z_0,15.53,15.53,15.53,0.0,15.53,,,,,,,,,,,,,,,
796,484.0625,194.25,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.15,15.47,13.766875,1.1474412770922089,14.37,14.17,13.98,13.6,12.92,12.15,12.15,12.15,12.15,13.48,13.6,15.02,15.47,15.02,15.02,15.02
845,207.68749999999997,399.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.6,15.47,14.215625,0.5960701379661627,15.47,15.14,14.27,14.21,13.83,13.6,13.6,13.6,13.6,13.6,13.98,13.98,14.17,14.58,14.91,14.91
647,98.9375,142.81249999999997,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",10.83,15.39,12.48,1.208009726782032,15.39,14.37,13.6,12.77,12.59,12.39,11.22,11.22,11.22,11.22,10.83,12.15,12.39,12.39,12.59,13.34
827,263.8,464.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",10.74,15.38,12.545333333333334,1.4585694665969426,15.23,15.38,14.17,13.6,13.42,12.15,11.53,10.74,12.15,10.74,12.77,11.53,12.15,11.31,11.31,
844,266.0,397.0,2,"z_0,z_1",15.17,15.38,15.275,0.10500000000000043,15.17,15.38,,,,,,,,,,,,,,
783,439.87499999999994,91.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",10.83,15.32,13.309375,1.6601448308430802,14.37,12.59,12.15,11.22,11.22,10.83,10.83,12.41,13.36,13.42,14.73,15.32,15.23,15.09,15.09,15.09
921,28.0,461.0,14,"z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",10.52,15.32,11.769285714285715,1.3267870121124206,,,15.32,13.36,13.48,12.15,11.53,11.44,11.22,10.74,10.52,10.52,10.83,11.22,11.22,11.22
683,147.0,200.0,4,"z_0,z_1,z_2,z_3",14.73,15.32,15.017500000000002,0.2876955856456609,15.32,15.29,14.73,14.73,,,,,,,,,,,,
530,483.0,259.0,12,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11",8.84,15.29,11.480000000000002,1.760416617357001,15.29,14.27,12.15,12.15,11.22,11.22,8.84,9.32,10.62,10.62,10.62,11.44,,,,
689,52.0,185.0,2,"z_0,z_1",15.02,15.29,15.155,0.1349999999999998,15.02,15.29,,,,,,,,,,,,,,
655,290.375,206.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.42,15.27,14.408125,0.5478505584326805,15.27,14.73,13.42,13.98,13.98,13.98,13.98,13.98,13.98,14.17,14.37,14.37,15.02,15.14,15.14,15.02
851,134.0,472.75,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.15,15.27,14.208125,0.9838141259277587,15.27,15.21,14.73,14.73,12.77,13.6,12.15,13.6,12.77,13.36,14.27,14.79,15.02,15.02,15.02,15.02
514,269.0,419.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.15,15.23,12.995625,0.9462159422536696,15.23,13.99,13.42,13.36,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,13.36,13.48,14.21,13.68
840,112.2,391.0,10,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_13,z_14,z_15",12.59,15.23,13.585999999999999,0.7967458816962909,15.23,14.78,13.6,13.51,13.51,12.81,12.81,,,,,,,12.59,13.51,13.51
879,504.0,156.8,5,"z_1,z_2,z_10,z_11,z_15",13.99,15.18,14.862,0.4627050896629513,,15.18,15.18,,,,,,,,13.99,14.78,,,,15.18
843,26.0,213.0,5,"z_0,z_1,z_2,z_3,z_4",12.59,15.17,13.902000000000001,0.9314805419331099,15.17,14.73,13.6,13.42,12.59,,,,,,,,,,,
525,387.0,174.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",8.84,15.14,10.581333333333335,1.9999495549193793,15.14,13.51,13.42,12.15,10.98,10.74,8.84,8.84,8.84,8.84,8.84,9.32,9.32,9.32,10.62,
578,490.16666666666663,456.0,6,"z_0,z_1,z_2,z_3,z_4,z_12",13.98,15.14,14.576666666666668,0.4511713150850302,14.88,15.14,14.27,13.98,14.17,,,,,,,,15.02,,,
782,419.25,109.0625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.15,15.09,13.5875,0.9016408653116826,14.37,13.34,12.59,12.44,12.15,12.59,12.59,14.06,13.18,13.99,13.6,13.75,15.09,14.27,15.02,14.37
607,202.93749999999997,368.0625,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",11.33,15.02,12.425625,0.9370096634373627,15.02,14.06,13.18,12.77,12.52,12.52,11.83,11.53,11.33,11.65,12.15,11.65,12.15,12.15,12.15,12.15
619,397.3125,452.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.59,15.02,13.889999999999999,0.9106865541996323,14.73,13.42,13.42,13.36,13.36,12.59,12.92,12.71,13.18,13.18,14.27,15.02,15.02,15.02,15.02,15.02
661,122.81250000000001,131.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",11.53,15.02,13.35,0.8382347523218063,15.02,14.06,13.58,13.34,13.34,12.39,12.39,11.53,13.34,12.15,13.42,13.98,13.99,13.99,13.48,13.6
693,226.5625,123.06249999999999,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",9.32,15.02,11.64875,1.4269892913052993,15.02,14.21,13.18,12.39,11.79,10.74,10.74,10.42,10.45,9.32,10.74,11.53,11.53,10.74,11.79,11.79
725,14.125,154.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",11.22,15.02,13.085625,1.2030584397172897,15.02,15.02,14.37,13.3,12.15,12.15,11.65,11.65,11.65,11.22,12.59,13.34,13.68,13.6,13.99,13.99
726,37.25,207.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",10.83,15.02,12.57,1.2951930358058599,15.02,14.17,13.6,13.34,12.15,11.22,11.22,11.22,10.83,10.83,11.83,12.15,12.39,13.34,13.83,13.98
766,273.87499999999994,312.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",9.32,15.02,11.929375,1.7404039356928034,14.78,15.02,14.37,13.79,11.88,11.79,11.88,9.6,9.32,9.6,10.62,10.62,11.65,11.65,12.15,12.15
787,192.56250000000003,101.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",13.18,15.02,13.94,0.7842273267363233,14.17,13.98,13.6,13.75,13.36,13.18,13.18,13.18,13.18,13.18,13.18,15.02,15.02,15.02,15.02,15.02
855,270.9375,451.62499999999994,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",9.32,15.02,12.0625,1.6993877573997052,15.02,14.27,13.18,13.18,12.81,11.79,10.74,9.32,9.32,9.32,10.74,11.79,12.39,12.81,13.51,12.81
687,296.85714285714283,197.0,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13",10.42,15.02,12.045,1.3532856841248053,15.02,13.98,13.34,13.34,12.15,10.83,10.42,10.42,10.83,11.22,11.22,11.83,11.88,12.15,,
735,141.0,173.0,8,"z_0,z_1,z_2,z_3,z_4,z_5,z_13,z_14",12.15,15.02,13.25375,1.2263863328902518,15.02,15.02,14.21,13.18,12.15,12.15,,,,,,,,12.15,12.15,
776,122.0,424.0,8,"z_0,z_1,z_2,z_3,z_9,z_10,z_11,z_12",12.15,15.02,13.201250000000002,1.0857536265193866,15.02,12.15,14.73,12.15,,,,,,12.59,12.15,13.34,13.48,,,
772,275.1666666666667,290.3333333333333,6,"z_0,z_1,z_2,z_3,z_4,z_5",11.79,15.02,13.329999999999998,1.1873219164714064,14.78,15.02,13.18,12.77,12.44,11.79,,,,,,,,,,
774,161.16666666666666,378.0,6,"z_0,z_1,z_2,z_3,z_4,z_12",12.15,15.02,13.726666666666667,1.0902089504106791,15.02,15.02,13.79,13.79,12.15,,,,,,,,12.59,,,
569,500.2,371.0,5,"z_0,z_1,z_2,z_3,z_12",13.18,15.02,13.998000000000001,0.6727376903370288,15.02,14.37,14.06,13.18,,,,,,,,,13.36,,,
681,114.0,23.0,4,"z_0,z_1,z_2,z_3",12.15,15.02,13.5925,1.0147259482244453,15.02,13.6,13.6,12.15,,,,,,,,,,,,
627,369.0,245.0,2,"z_0,z_1",15.02,15.02,15.02,0.0,15.02,15.02,,,,,,,,,,,,,,
854,169.0,257.0,2,"z_0,z_1",15.02,15.02,15.02,0.0,15.02,15.02,,,,,,,,,,,,,,
555,276.0,419.0,1,z_0,15.02,15.02,15.02,0.0,15.02,,,,,,,,,,,,,,,
969,86.8,300.2,5,"z_5,z_6,z_7,z_8,z_9",12.15,14.88,13.218,1.070353212729331,,,,,,14.88,13.99,12.92,12.15,12.15,,,,,,
785,195.16666666666669,93.58333333333333,12,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_10,z_11,z_12,z_13,z_14",10.74,14.78,12.56,0.9859851249723124,14.78,13.68,12.92,12.92,12.77,12.44,11.49,,,,10.74,12.5,12.5,11.83,12.15,
630,384.33333333333326,430.0,9,"z_0,z_1,z_2,z_4,z_10,z_11,z_12,z_13,z_14",11.22,14.78,13.493333333333332,1.0762899237658965,14.21,13.34,12.15,,11.22,,,,,,13.34,14.17,14.17,14.78,14.06,
561,492.1333333333334,284.66666666666663,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",10.74,14.73,12.074000000000005,0.9615667770189789,14.73,12.15,12.15,12.15,11.22,10.8,10.74,11.83,10.8,12.08,12.39,12.77,12.39,12.39,12.52,
549,444.2857142857143,14.714285714285715,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13",10.83,14.73,12.396428571428574,1.1694235890438693,14.73,12.15,12.15,12.15,11.53,11.22,10.83,10.83,11.22,13.18,13.18,13.18,13.18,14.02,,
599,426.59999999999997,342.9,10,"z_0,z_1,z_2,z_3,z_9,z_10,z_11,z_12,z_13,z_14",12.15,14.73,13.793000000000001,0.8814539125785305,14.73,13.42,12.15,12.15,,,,,,14.21,14.17,14.37,13.99,14.37,14.37,
615,268.0,358.8888888888889,9,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8",11.22,14.73,12.16888888888889,1.1214122489516358,14.73,13.42,12.15,12.15,11.88,11.22,11.22,11.22,11.53,,,,,,,
593,390.375,284.0,8,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7",8.59,14.73,11.575,2.2111987698983553,14.73,14.73,12.77,11.79,10.52,10.42,9.05,8.59,,,,,,,,
926,265.0,85.0,3,"z_11,z_12,z_13",13.98,14.37,14.24,0.1838477631085018,,,,,,,,,,,,13.98,14.37,14.37,,
505,431.0,46.50000000000001,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",7.92,14.27,10.325,1.6187804051198542,14.27,12.59,11.79,11.79,10.02,9.32,9.32,9.32,7.92,7.92,8.84,10.42,10.42,10.42,10.42,10.42
770,110.0,431.9375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",7.92,14.27,10.595,2.0356295095129666,14.27,14.21,13.36,12.52,12.44,10.74,9.89,8.59,8.59,7.92,8.59,9.32,9.32,9.32,10.02,10.42
616,495.3333333333333,278.0,6,"z_0,z_1,z_2,z_3,z_11,z_13",13.42,14.27,13.770000000000001,0.3248589437484109,14.27,13.99,13.98,13.42,,,,,,,,13.48,,13.48,,
629,299.0,352.0,1,z_0,14.27,14.27,14.27,0.0,14.27,,,,,,,,,,,,,,,
601,419.0,452.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",12.15,14.21,13.0475,0.8190581481189232,13.98,13.98,13.48,12.15,12.15,12.15,12.15,12.15,12.15,12.15,13.42,14.21,13.6,13.51,13.51,14.02
788,419.0,16.375,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",11.22,14.21,12.526875,1.1044496296232797,13.48,12.15,12.15,11.65,11.22,11.22,11.22,11.22,11.88,12.15,12.59,13.51,14.21,14.21,13.36,14.21
963,76.0,355.0,1,z_4,14.17,14.17,14.17,0.0,,,,,14.17,,,,,,,,,,,
582,360.0,343.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",11.22,14.06,12.298666666666668,0.9865148531854727,14.06,13.48,13.34,11.88,11.22,11.22,11.22,11.22,11.22,12.15,12.15,12.15,12.15,13.51,13.51,
927,154.0,28.6,5,"z_11,z_12,z_13,z_14,z_15",13.18,14.06,13.815999999999999,0.3330225217609166,,,,,,,,,,,,13.79,14.06,13.18,13.99,14.06
959,289.75,173.75,4,"z_3,z_4,z_5,z_6",11.79,14.06,12.772499999999999,0.832957832065946,,,,14.06,12.85,12.39,11.79,,,,,,,,,
908,71.0,303.0,12,"z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",7.92,14.02,10.088333333333331,1.9020770810412027,,,,,14.02,12.15,12.41,11.49,10.52,9.6,8.59,8.59,8.59,8.59,8.59,7.92
769,226.79999999999998,494.7,10,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9",10.52,14.02,12.37,1.266885945931993,13.34,13.75,14.02,13.99,11.79,12.15,11.83,11.79,10.52,10.52,,,,,,
692,238.57142857142858,133.7857142857143,14,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_9,z_10,z_11,z_12,z_13,z_14",9.32,13.99,11.09142857142857,1.499480182038606,13.99,13.36,12.88,12.39,10.74,9.32,9.32,9.32,,10.02,9.89,10.74,10.74,10.74,11.83,
955,294.0,309.16666666666663,6,"z_2,z_3,z_4,z_5,z_6,z_7",10.8,13.99,12.139999999999999,1.214454610102823,,,13.99,13.48,12.15,10.98,11.44,10.8,,,,,,,,
502,323.7333333333334,263.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_10,z_11,z_12,z_13,z_14,z_15",9.32,13.98,11.196,1.4089182611729705,13.98,13.34,12.15,12.15,10.83,9.32,9.32,9.32,9.32,,10.74,10.83,11.88,11.88,11.44,11.44
880,345.06666666666666,322.0,15,"z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",9.32,13.98,11.11666666666667,1.4117727232887818,,13.98,13.42,12.15,12.15,12.15,10.62,10.62,11.33,11.49,10.83,10.45,9.32,9.32,9.6,9.32
895,204.46153846153845,325.0,13,"z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",8.59,13.98,10.484615384615385,1.739763977735156,,,13.6,12.15,11.88,13.98,10.02,10.45,9.32,9.32,8.59,9.32,9.03,9.32,9.32,
881,49.6,145.0,5,"z_1,z_2,z_3,z_4,z_5",11.44,13.98,12.902000000000001,0.9533184148016863,,13.98,13.6,13.34,12.15,11.44,,,,,,,,,,
928,136.0,315.0,5,"z_8,z_9,z_11,z_12,z_13",9.32,13.98,11.73,1.7929640264098998,,,,,,,,,10.02,9.32,,13.98,13.18,12.15,,
884,70.16666666666667,438.83333333333337,6,"z_1,z_2,z_3,z_4,z_10,z_14",9.32,13.96,12.618333333333334,1.5762023629245356,,13.96,13.96,13.18,12.41,,,,,,9.32,,,,12.88,
507,333.0,38.3125,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",10.45,13.75,11.9525,0.8736525339057856,13.75,12.59,12.39,11.83,11.22,10.8,10.45,10.73,11.22,12.15,12.15,12.15,12.15,12.15,12.15,13.36
824,272.3125,445.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",11.79,13.6,12.59375,0.6556092109633603,13.6,13.6,13.42,12.15,12.15,12.15,12.15,11.79,11.79,12.15,12.15,12.39,13.34,13.34,13.18,12.15
935,199.0,122.0,4,"z_12,z_13,z_14,z_15",13.34,13.6,13.405000000000001,0.11258330249197693,,,,,,,,,,,,,13.6,13.34,13.34,13.34
590,396.0,253.0,2,"z_0,z_2",12.15,13.6,12.875,0.7249999999999996,13.6,,12.15,,,,,,,,,,,,,
688,103.0,132.0909090909091,11,"z_0,z_1,z_2,z_3,z_4,z_10,z_11,z_12,z_13,z_14,z_15",10.74,13.51,12.102727272727272,0.7580967905232502,13.51,12.15,11.22,11.22,10.74,,,,,,11.79,12.39,12.41,12.59,12.59,12.52
611,301.59999999999997,451.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",9.32,13.48,10.689999999999998,1.4085074843014973,13.48,13.36,12.15,11.53,10.74,10.42,9.32,9.32,9.32,9.32,9.32,9.32,10.52,10.74,11.49,
967,202.0,441.0,5,"z_5,z_6,z_7,z_8,z_9",10.52,13.48,11.764,1.1258525658362202,,,,,,13.48,12.15,12.15,10.52,10.52,,,,,,
529,503.0,305.0,16,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15",10.42,13.42,11.904375000000002,1.1147924064035422,13.42,13.42,12.15,11.65,11.65,10.42,10.42,10.45,10.52,10.98,10.98,12.88,13.18,12.88,12.88,12.59
609,453.8666666666666,430.0,15,"z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14",9.6,13.36,10.792666666666666,1.0137288701729976,13.36,12.77,10.83,10.74,10.45,10.42,10.42,9.6,9.6,9.6,10.42,10.74,10.98,10.98,10.98,
